job_id	job_address	job_city	job_zip	job_start_date	job_end_date	job_description	price_range	job_type	creator	selected_contractor
295	4102 Werninger Street	Wheeling	73077	10/22/2014	7/4/2017	description	5900	2950	595	482
296	377 Conference Center Way	Houston	64110	10/23/2014	7/7/2017	description	5920	2960	701	175
297	3151 Lochmere Lane	Wheaton	43085	10/24/2014	7/10/2017	description	5940	2970	92	431
298	1767 Thorn Street	Altamonte Springs	55931	10/25/2014	7/13/2017	description	5960	2980	1000	30
299	1439 Bluff Street	Chapel Hill	80111	10/26/2014	7/16/2017	description	5980	2990	95	647
300	2070 Logan Lane	Augusta	68310	10/27/2014	7/19/2017	description	6000	3000	213	358
301	2803 Oak Drive	Tulsa	44846	10/28/2014	7/22/2017	description	6020	3010	134	245
302	3690 New Street	Parkersburg	7643	10/29/2014	7/25/2017	description	6040	3020	549	413
303	1762 Denver Avenue	Belfast	32446	10/30/2014	7/28/2017	description	6060	3030	675	422
304	4300 Quiet Valley Lane	Strasburg	11743	10/31/2014	7/31/2017	description	6080	3040	402	88
305	511 Wakefield Street	Johnson City	32901	11/1/2014	8/3/2017	description	6100	3050	274	172
306	4897 Locust Court	Flint	49855	11/2/2014	8/6/2017	description	6120	3060	99	129
307	565 Aaron Smith Drive	Chicago	85348	11/3/2014	8/9/2017	description	6140	3070	653	194
308	1175 Cody Ridge Road	Shelton	46055	11/4/2014	8/12/2017	description	6160	3080	902	977
309	1900 McKinley Avenue	Peekskill	48335	11/5/2014	8/15/2017	description	6180	3090	777	265
310	4536 Water Street	Irvine	48734	11/6/2014	8/18/2017	description	6200	3100	526	295
311	3969 Sycamore Fork Road	Southfield	48028	11/7/2014	8/21/2017	description	6220	3110	657	301
312	4324 Chipmunk Lane	Norwalk	23219	11/8/2014	8/24/2017	description	6240	3120	200	938
313	2598 Court Street	Fort Lauderdale	15219	11/9/2014	8/27/2017	description	6260	3130	863	789
314	4904 Poe Lane	Mannford	30606	11/10/2014	8/30/2017	description	6280	3140	568	565
315	3769 Star Trek Drive	Indianapolis	84604	11/11/2014	9/2/2017	description	6300	3150	299	429
316	4246 Bloomfield Way	Richmond	90017	11/12/2014	9/5/2017	description	6320	3160	983	571
317	1709 Ray Court	Atlanta	78205	11/13/2014	9/8/2017	description	6340	3170	965	640
318	2597 Stoney Lane	Los Angeles	45044	11/14/2014	9/11/2017	description	6360	3180	292	36
319	3296 Poplar Chase Lane	Burgess	72211	11/15/2014	9/14/2017	description	6380	3190	508	799
320	3573 Tavern Place	South Boston	91731	11/16/2014	9/17/2017	description	6400	3200	989	351
321	701 Monroe Street	Houston	20005	11/17/2014	9/20/2017	description	6420	3210	295	353
322	414 Steele Street	Jermyn	43950	11/18/2014	9/23/2017	description	6440	3220	973	705
323	3897 McDonald Avenue	New London	90046	11/19/2014	9/26/2017	description	6460	3230	12	848
324	1168 Rockford Mountain Lane	Cheyenne	20031	11/20/2014	9/29/2017	description	6480	3240	421	298
325	3429 Still Pastures Drive	Suitland	55057	11/21/2014	10/2/2017	description	6500	3250	397	189
326	644 Bridge Street	Denver	97205	11/22/2014	10/5/2017	description	6520	3260	158	691
327	1256 Hall Valley Drive	Albany	83330	11/23/2014	10/8/2017	description	6540	3270	796	362
328	2164 Upton Avenue	Beaver Creek	47591	11/24/2014	10/11/2017	description	6560	3280	527	215
329	4999 White Oak Drive	Fullerton	71201	11/25/2014	10/14/2017	description	6580	3290	80	275
330	2033 Corbin Branch Road	Agoura	49503	11/26/2014	10/17/2017	description	6600	3300	862	333
331	2814 Tuna Street	Philadelphia	46383	11/27/2014	10/20/2017	description	6620	3310	13	696
332	2207 Liberty Street	Burbank	54801	11/28/2014	10/23/2017	description	6640	3320	145	142
333	4387 Edington Drive	Harrisburg	95134	11/29/2014	10/26/2017	description	6660	3330	63	849
334	2481 Collins Avenue	Oklahoma City	14736	11/30/2014	10/29/2017	description	6680	3340	153	623
335	2827 Summit Street	Englewood	59230	12/1/2014	11/1/2017	description	6700	3350	377	113
336	107 Logan Lane	Danville	27444	12/2/2014	11/4/2017	description	6720	3360	180	134
337	2753 Commerce Boulevard	Hollywood	95926	12/3/2014	11/7/2017	description	6740	3370	487	937
338	741 Cedarstone Drive	Portland	53151	12/4/2014	11/10/2017	description	6760	3380	125	881
339	347 Goldleaf Lane	Maryland Heights	63130	12/5/2014	11/13/2017	description	6780	3390	135	771
340	4041 Woodside Circle	Kansas City	37204	12/6/2014	11/16/2017	description	6800	3400	104	236
341	1734 Grove Street	Pensacola	92805	12/7/2014	11/19/2017	description	6820	3410	338	49
342	93 Stoneybrook Road	Damariscotta	53403	12/8/2014	11/22/2017	description	6840	3420	28	286
343	694 Wood Duck Drive	Wilmington	14482	12/9/2014	11/25/2017	description	6860	3430	674	949
344	4523 Farm Meadow Drive	Dallas	97223	12/10/2014	11/28/2017	description	6880	3440	400	23
345	3223 Crestview Manor	Boise	8102	12/11/2014	12/1/2017	description	6900	3450	195	363
346	592 Eagle Drive	Wheeling	32801	12/12/2014	12/4/2017	description	6920	3460	413	193
347	842 Mount Street	Houston	98107	12/13/2014	12/7/2017	description	6940	3470	62	329
348	2066 Tuna Street	Wheaton	29379	12/14/2014	12/10/2017	description	6960	3480	216	332
349	3819 Fleming Way	Altamonte Springs	19107	12/15/2014	12/13/2017	description	6980	3490	103	804
350	3236 Lucky Duck Drive	Chapel Hill	88339	12/16/2014	12/16/2017	description	7000	3500	151	564
351	790 Riverside Drive	Augusta	15017	12/17/2014	12/19/2017	description	7020	3510	332	796
352	3276 Philadelphia Avenue	Tulsa	1890	12/18/2014	12/22/2017	description	7040	3520	856	608
353	2965 Oakway Lane	Parkersburg	11357	12/19/2014	12/25/2017	description	7060	3530	20	68
354	3304 Weekley Street	Belfast	64093	12/20/2014	12/28/2017	description	7080	3540	219	721
355	3395 Ingram Street	Strasburg	60628	12/21/2014	12/31/2017	description	7100	3550	454	141
356	4490 Dawson Drive	Johnson City	98584	12/22/2014	1/3/2018	description	7120	3560	782	905
357	96 Middleville Road	Flint	10566	12/23/2014	1/6/2018	description	7140	3570	426	24
358	12 Perine Street	Chicago	92614	12/24/2014	1/9/2018	description	7160	3580	507	787
359	321 Viking Drive	Shelton	48075	12/25/2014	1/12/2018	description	7180	3590	372	919
360	1221 Southside Lane	Peekskill	6851	12/26/2014	1/15/2018	description	7200	3600	142	570
361	4934 Del Dew Drive	Irvine	33308	12/27/2014	1/18/2018	description	7220	3610	867	321
362	2814 Rosewood Court	Southfield	74044	12/28/2014	1/21/2018	description	7240	3620	830	419
363	3842 Stuart Street	Norwalk	46214	12/29/2014	1/24/2018	description	7260	3630	523	598
364	4510 Maple Avenue	Fort Lauderdale	23233	12/30/2014	1/27/2018	description	7280	3640	535	978
365	1083 Neville Street	Mannford	30303	12/31/2014	1/30/2018	description	7300	3650	437	197
366	3619 Norma Lane	Indianapolis	90017	1/1/2015	2/2/2018	description	7320	3660	537	910
367	4444 Garrett Street	Richmond	29576	1/2/2015	2/5/2018	description	7340	3670	985	427
368	2506 Parrill Court	Atlanta	2127	1/3/2015	2/8/2018	description	7360	3680	45	743
369	1306 Mercer Street	Los Angeles	77032	1/4/2015	2/11/2018	description	7380	3690	717	660
370	3471 Thunder Road	Burgess	18433	1/5/2015	2/14/2018	description	7400	3700	489	812
371	4819 Bottom Lane	South Boston	6320	1/6/2015	2/17/2018	description	7420	3710	776	899
372	3898 Masonic Drive	Houston	82003	1/7/2015	2/20/2018	description	7440	3720	294	135
373	3963 Jones Avenue	Jermyn	20746	1/8/2015	2/23/2018	description	7460	3730	826	324
374	1898 Francis Mine	New London	80205	1/9/2015	2/26/2018	description	7480	3740	283	382
375	3977 Oakridge Farm Lane	Cheyenne	12207	1/10/2015	3/1/2018	description	7500	3750	7	370
376	3519 Cottrill Lane	Suitland	97004	1/11/2015	3/4/2018	description	7520	3760	884	659
377	4889 McDowell Street	Denver	93632	1/12/2015	3/7/2018	description	7540	3770	75	941
378	4203 Angie Drive	Albany	91301	1/13/2015	3/10/2018	description	7560	3780	106	250
379	950 Fairfield Road	Beaver Creek	19107	1/14/2015	3/13/2018	description	7580	3790	14	800
380	78 Cherry Ridge Drive	Fullerton	91505	1/15/2015	3/16/2018	description	7600	3800	70	861
381	4883 Gateway Road	Agoura	17101	1/16/2015	3/19/2018	description	7620	3810	423	314
382	3770 Whiteman Street	Philadelphia	73105	1/17/2015	3/22/2018	description	7640	3820	999	930
383	4359 Rosemont Avenue	Burbank	80112	1/18/2015	3/25/2018	description	7660	3830	307	105
384	1223 Union Street	Harrisburg	94526	1/19/2015	3/28/2018	description	7680	3840	713	337
385	1174 Deer Haven Drive	Oklahoma City	33023	1/20/2015	3/31/2018	description	7700	3850	617	114
386	305 Pheasant Ridge Road	Englewood	4101	1/21/2015	4/3/2018	description	7720	3860	163	497
387	4872 Cooks Mine Road	Danville	63141	1/22/2015	4/6/2018	description	7740	3870	386	703
388	639 Michigan Avenue	Hollywood	66101	1/23/2015	4/9/2018	description	7760	3880	9	249
389	2136 Hillside Drive	Portland	32501	1/24/2015	4/12/2018	description	7780	3890	604	722
390	4619 Settlers Lane	Maryland Heights	4543	1/25/2015	4/15/2018	description	7800	3900	638	946
391	4738 Blair Court	Kansas City	28412	1/26/2015	4/18/2018	description	7820	3910	186	740
392	4497 Vesta Drive	Pensacola	75212	1/27/2015	4/21/2018	description	7840	3920	681	61
393	2206 Boone Crockett Lane	Damariscotta	83702	1/28/2015	4/24/2018	description	7860	3930	40	711
394	4205 Old Dear Lane	Wilmington	26003	1/29/2015	4/27/2018	description	7880	3940	687	966
395	4261 Oakwood Circle	Dallas	77026	1/30/2015	4/30/2018	description	7900	3950	476	889
396	478 Bombardier Way	Boise	60187	1/31/2015	5/3/2018	description	7920	3960	551	581
397	3323 Bedford Street	Wheeling	32714	2/1/2015	5/6/2018	description	7940	3970	631	837
398	2817 Foley Street	Houston	27514	2/2/2015	5/9/2018	description	7960	3980	112	257
399	3332 Hornor Avenue	Wheaton	30901	2/3/2015	5/12/2018	description	7980	3990	831	149
400	329 Crestview Manor	Altamonte Springs	74120	2/4/2015	5/15/2018	description	8000	4000	573	456
401	4618 Coulter Lane	Chapel Hill	26101	2/5/2015	5/18/2018	description	8020	4010	700	191
402	1129 Stroop Hill Road	Augusta	4915	2/6/2015	5/21/2018	description	8040	4020	929	780
403	951 Locust Court	Tulsa	64090	2/7/2015	5/24/2018	description	8060	4030	303	928
404	4928 Poe Road	Parkersburg	37601	2/8/2015	5/27/2018	description	8080	4040	202	51
405	452 Pearlman Avenue	Belfast	48502	2/9/2015	5/30/2018	description	8100	4050	656	374
406	4102 Werninger Street	Strasburg	75090	2/10/2015	6/2/2018	description	8120	4060	955	255
407	377 Conference Center Way	Johnson City	30071	2/11/2015	6/5/2018	description	8140	4070	561	601
408	3151 Lochmere Lane	Flint	21740	2/12/2015	6/8/2018	description	8160	4080	634	109
409	1767 Thorn Street	Chicago	48723	2/13/2015	6/11/2018	description	8180	4090	268	63
410	1439 Bluff Street	Shelton	72212	2/14/2015	6/14/2018	description	8200	4100	958	940
411	2070 Logan Lane	Peekskill	27406	2/15/2015	6/17/2018	description	8220	4110	581	975
412	2803 Oak Drive	Irvine	60527	2/16/2015	6/20/2018	description	8240	4120	541	652
413	3690 New Street	Southfield	8854	2/17/2015	6/23/2018	description	8260	4130	359	373
414	1762 Denver Avenue	Norwalk	89506	2/18/2015	6/26/2018	description	8280	4140	606	169
415	4300 Quiet Valley Lane	Fort Lauderdale	90013	2/19/2015	6/29/2018	description	8300	4150	970	790
416	511 Wakefield Street	Mannford	12345	2/20/2015	7/2/2018	description	8320	4160	918	819
417	4897 Locust Court	Indianapolis	98856	2/21/2015	7/5/2018	description	8340	4170	484	970
418	565 Aaron Smith Drive	Richmond	14609	2/22/2015	7/8/2018	description	8360	4180	59	307
419	1175 Cody Ridge Road	Atlanta	31707	2/23/2015	7/11/2018	description	8380	4190	325	65
420	1900 McKinley Avenue	Los Angeles	99205	2/24/2015	7/14/2018	description	8400	4200	262	877
421	4536 Water Street	Burgess	77340	2/25/2015	7/17/2018	description	8420	4210	626	488
422	3969 Sycamore Fork Road	South Boston	96813	2/26/2015	7/20/2018	description	8440	4220	395	415
423	4324 Chipmunk Lane	Houston	13021	2/27/2015	7/23/2018	description	8460	4230	756	755
424	2598 Court Street	Jermyn	45701	2/28/2015	7/26/2018	description	8480	4240	536	38
425	4904 Poe Lane	New London	75201	3/1/2015	7/29/2018	description	8500	4250	323	979
426	3769 Star Trek Drive	Cheyenne	60633	3/2/2015	8/1/2018	description	8520	4260	113	825
427	4246 Bloomfield Way	Suitland	3782	3/3/2015	8/4/2018	description	8540	4270	460	604
428	1709 Ray Court	Denver	44286	3/4/2015	8/7/2018	description	8560	4280	781	481
429	2597 Stoney Lane	Albany	17101	3/5/2015	8/10/2018	description	8580	4290	392	93
430	3296 Poplar Chase Lane	Beaver Creek	94612	3/6/2015	8/13/2018	description	8600	4300	329	43
431	3573 Tavern Place	Fullerton	49508	3/7/2015	8/16/2018	description	8620	4310	633	221
432	701 Monroe Street	Agoura	2142	3/8/2015	8/19/2018	description	8640	4320	404	633
433	414 Steele Street	Philadelphia	6103	3/9/2015	8/22/2018	description	8660	4330	270	212
434	3897 McDonald Avenue	Burbank	1012	3/10/2015	8/25/2018	description	8680	4340	367	915
435	1168 Rockford Mountain Lane	Harrisburg	29115	3/11/2015	8/28/2018	description	8700	4350	457	343
436	3429 Still Pastures Drive	Oklahoma City	66061	3/12/2015	8/31/2018	description	8720	4360	208	45
437	644 Bridge Street	Englewood	15206	3/13/2015	9/3/2018	description	8740	4370	667	770
438	1256 Hall Valley Drive	Danville	24382	3/14/2015	9/6/2018	description	8760	4380	993	274
439	2164 Upton Avenue	Hollywood	32401	3/15/2015	9/9/2018	description	8780	4390	190	491
440	4999 White Oak Drive	Portland	19034	3/16/2015	9/12/2018	description	8800	4400	793	510
441	2033 Corbin Branch Road	Maryland Heights	45890	3/17/2015	9/15/2018	description	8820	4410	249	386
442	2814 Tuna Street	Kansas City	98501	3/18/2015	9/18/2018	description	8840	4420	241	196
443	2207 Liberty Street	Pensacola	13323	3/19/2015	9/21/2018	description	8860	4430	414	747
444	4387 Edington Drive	Damariscotta	60601	3/20/2015	9/24/2018	description	8880	4440	50	487
445	2481 Collins Avenue	Wilmington	75067	3/21/2015	9/27/2018	description	8900	4450	170	538
446	2827 Summit Street	Dallas	66215	3/22/2015	9/30/2018	description	8920	4460	833	885
447	107 Logan Lane	Boise	32205	3/23/2015	10/3/2018	description	8940	4470	567	368
448	2753 Commerce Boulevard	Wheeling	17011	3/24/2015	10/6/2018	description	8960	4480	725	126
449	741 Cedarstone Drive	Houston	84047	3/25/2015	10/9/2018	description	8980	4490	897	369
450	347 Goldleaf Lane	Wheaton	98122	3/26/2015	10/12/2018	description	9000	4500	764	54
451	4041 Woodside Circle	Altamonte Springs	93721	3/27/2015	10/15/2018	description	9020	4510	721	242
452	1734 Grove Street	Chapel Hill	53562	3/28/2015	10/18/2018	description	9040	4520	518	449
453	93 Stoneybrook Road	Augusta	52001	3/29/2015	10/21/2018	description	9060	4530	995	669
454	694 Wood Duck Drive	Tulsa	36703	3/30/2015	10/24/2018	description	9080	4540	428	811
455	4523 Farm Meadow Drive	Parkersburg	30328	3/31/2015	10/27/2018	description	9100	4550	308	315
456	3223 Crestview Manor	Belfast	89014	4/1/2015	10/30/2018	description	9120	4560	313	643
457	592 Eagle Drive	Strasburg	34994	4/2/2015	11/2/2018	description	9140	4570	305	186
458	842 Mount Street	Johnson City	30318	4/3/2015	11/5/2018	description	9160	4580	427	188
459	2066 Tuna Street	Flint	95204	4/4/2015	11/8/2018	description	9180	4590	119	190
460	3819 Fleming Way	Chicago	40391	4/5/2015	11/11/2018	description	9200	4600	853	62
461	3236 Lucky Duck Drive	Shelton	94108	4/6/2015	11/14/2018	description	9220	4610	960	805
462	790 Riverside Drive	Peekskill	63101	4/7/2015	11/17/2018	description	9240	4620	768	720
463	3276 Philadelphia Avenue	Irvine	5403	4/8/2015	11/20/2018	description	9260	4630	719	344
464	2965 Oakway Lane	Southfield	18706	4/9/2015	11/23/2018	description	9280	4640	571	969
465	3304 Weekley Street	Norwalk	25701	4/10/2015	11/26/2018	description	9300	4650	118	661
466	3395 Ingram Street	Fort Lauderdale	75051	4/11/2015	11/29/2018	description	9320	4660	375	289
467	4490 Dawson Drive	Mannford	92065	4/12/2015	12/2/2018	description	9340	4670	139	530
468	96 Middleville Road	Indianapolis	97041	4/13/2015	12/5/2018	description	9360	4680	177	425
469	12 Perine Street	Richmond	7041	4/14/2015	12/8/2018	description	9380	4690	355	500
470	321 Viking Drive	Atlanta	35215	4/15/2015	12/11/2018	description	9400	4700	593	317
471	1221 Southside Lane	Los Angeles	23224	4/16/2015	12/14/2018	description	9420	4710	301	74
472	4934 Del Dew Drive	Burgess	11101	4/17/2015	12/17/2018	description	9440	4720	932	798
473	2814 Rosewood Court	South Boston	53151	4/18/2015	12/20/2018	description	9460	4730	828	292
474	3842 Stuart Street	Houston	15146	4/19/2015	12/23/2018	description	9480	4740	194	965
475	4510 Maple Avenue	Jermyn	2154	4/20/2015	12/26/2018	description	9500	4750	709	145
476	1083 Neville Street	New London	96130	4/21/2015	12/29/2018	description	9520	4760	592	365
477	3619 Norma Lane	Cheyenne	92801	4/22/2015	1/1/2019	description	9540	4770	878	760
478	4444 Garrett Street	Suitland	45402	4/23/2015	1/4/2019	description	9560	4780	741	349
479	2506 Parrill Court	Denver	27526	4/24/2015	1/7/2019	description	9580	4790	146	280
480	1306 Mercer Street	Albany	11354	4/25/2015	1/10/2019	description	9600	4800	198	464
481	3471 Thunder Road	Beaver Creek	60607	4/26/2015	1/13/2019	description	9620	4810	488	555
482	4819 Bottom Lane	Fullerton	15132	4/27/2015	1/16/2019	description	9640	4820	242	387
483	3898 Masonic Drive	Agoura	37074	4/28/2015	1/19/2019	description	9660	4830	116	327
484	3963 Jones Avenue	Philadelphia	80015	4/29/2015	1/22/2019	description	9680	4840	458	266
485	1898 Francis Mine	Burbank	32746	4/30/2015	1/25/2019	description	9700	4850	493	94
486	3977 Oakridge Farm Lane	Harrisburg	11743	5/1/2015	1/28/2019	description	9720	4860	570	679
487	3519 Cottrill Lane	Oklahoma City	33132	5/2/2015	1/31/2019	description	9740	4870	498	447
488	4889 McDowell Street	Englewood	48607	5/3/2015	2/3/2019	description	9760	4880	230	490
489	4203 Angie Drive	Danville	96782	5/4/2015	2/6/2019	description	9780	4890	297	730
490	950 Fairfield Road	Hollywood	93535	5/5/2015	2/9/2019	description	9800	4900	138	29
491	78 Cherry Ridge Drive	Portland	21742	5/6/2015	2/12/2019	description	9820	4910	547	985
492	4883 Gateway Road	Maryland Heights	98168	5/7/2015	2/15/2019	description	9840	4920	632	864
493	3770 Whiteman Street	Kansas City	7094	5/8/2015	2/18/2019	description	9860	4930	994	138
494	4359 Rosemont Avenue	Pensacola	56560	5/9/2015	2/21/2019	description	9880	4940	564	174
495	1223 Union Street	Damariscotta	72901	5/10/2015	2/24/2019	description	9900	4950	345	809
496	1174 Deer Haven Drive	Wilmington	25962	5/11/2015	2/27/2019	description	9920	4960	157	452
497	305 Pheasant Ridge Road	Dallas	10007	5/12/2015	3/2/2019	description	9940	4970	836	777
498	4872 Cooks Mine Road	Boise	89109	5/13/2015	3/5/2019	description	9960	4980	875	517
499	639 Michigan Avenue	Wheeling	54401	5/14/2015	3/8/2019	description	9980	4990	907	400
500	2136 Hillside Drive	Houston	68784	5/15/2015	3/11/2019	description	10000	5000	43	802
501	4619 Settlers Lane	Wheaton	10940	5/16/2015	3/14/2019	description	10020	5010	339	533
502	4738 Blair Court	Altamonte Springs	73077	5/17/2015	3/17/2019	description	10040	5020	394	927
503	4497 Vesta Drive	Chapel Hill	64110	5/18/2015	3/20/2019	description	10060	5030	865	921
504	2206 Boone Crockett Lane	Augusta	43085	5/19/2015	3/23/2019	description	10080	5040	669	749
505	4205 Old Dear Lane	Tulsa	55931	5/20/2015	3/26/2019	description	10100	5050	792	663
506	4261 Oakwood Circle	Parkersburg	80111	5/21/2015	3/29/2019	description	10120	5060	794	372
507	478 Bombardier Way	Belfast	68310	5/22/2015	4/1/2019	description	10140	5070	47	753
508	3323 Bedford Street	Strasburg	44846	5/23/2015	4/4/2019	description	10160	5080	860	670
509	2817 Foley Street	Johnson City	7643	5/24/2015	4/7/2019	description	10180	5090	808	87
510	3332 Hornor Avenue	Flint	32446	5/25/2015	4/10/2019	description	10200	5100	245	388
511	329 Crestview Manor	Chicago	11743	5/26/2015	4/13/2019	description	10220	5110	315	371
512	4618 Coulter Lane	Shelton	32901	5/27/2015	4/16/2019	description	10240	5120	33	854
513	1129 Stroop Hill Road	Peekskill	49855	5/28/2015	4/19/2019	description	10260	5130	76	641
514	951 Locust Court	Irvine	85348	5/29/2015	4/22/2019	description	10280	5140	353	553
515	4928 Poe Road	Southfield	46055	5/30/2015	4/25/2019	description	10300	5150	64	536
516	452 Pearlman Avenue	Norwalk	48335	5/31/2015	4/28/2019	description	10320	5160	575	962
517	4102 Werninger Street	Fort Lauderdale	48734	6/1/2015	5/1/2019	description	10340	5170	959	239
518	377 Conference Center Way	Mannford	48028	6/2/2015	5/4/2019	description	10360	5180	855	312
519	3151 Lochmere Lane	Indianapolis	23219	6/3/2015	5/7/2019	description	10380	5190	277	767
520	1767 Thorn Street	Richmond	15219	6/4/2015	5/10/2019	description	10400	5200	197	751
521	1439 Bluff Street	Atlanta	30606	6/5/2015	5/13/2019	description	10420	5210	920	263
522	2070 Logan Lane	Los Angeles	84604	6/6/2015	5/16/2019	description	10440	5220	176	726
523	2803 Oak Drive	Burgess	90017	6/7/2015	5/19/2019	description	10460	5230	223	522
524	3690 New Street	South Boston	78205	6/8/2015	5/22/2019	description	10480	5240	678	406
525	1762 Denver Avenue	Houston	45044	6/9/2015	5/25/2019	description	10500	5250	439	342
526	4300 Quiet Valley Lane	Jermyn	72211	6/10/2015	5/28/2019	description	10520	5260	944	183
527	511 Wakefield Street	New London	91731	6/11/2015	5/31/2019	description	10540	5270	600	540
528	4897 Locust Court	Cheyenne	20005	6/12/2015	6/3/2019	description	10560	5280	273	195
529	565 Aaron Smith Drive	Suitland	43950	6/13/2015	6/6/2019	description	10580	5290	811	251
530	1175 Cody Ridge Road	Denver	90046	6/14/2015	6/9/2019	description	10600	5300	133	916
531	1900 McKinley Avenue	Albany	20031	6/15/2015	6/12/2019	description	10620	5310	760	260
532	4536 Water Street	Beaver Creek	55057	6/16/2015	6/15/2019	description	10640	5320	935	567
533	3969 Sycamore Fork Road	Fullerton	97205	6/17/2015	6/18/2019	description	10660	5330	22	336
534	4324 Chipmunk Lane	Agoura	83330	6/18/2015	6/21/2019	description	10680	5340	480	658
535	2598 Court Street	Philadelphia	47591	6/19/2015	6/24/2019	description	10700	5350	887	697
536	4904 Poe Lane	Burbank	71201	6/20/2015	6/27/2019	description	10720	5360	945	171
537	3769 Star Trek Drive	Harrisburg	49503	6/21/2015	6/30/2019	description	10740	5370	821	634
538	4246 Bloomfield Way	Oklahoma City	46383	6/22/2015	7/3/2019	description	10760	5380	227	566
539	1709 Ray Court	Englewood	54801	6/23/2015	7/6/2019	description	10780	5390	966	207
540	2597 Stoney Lane	Danville	95134	6/24/2015	7/9/2019	description	10800	5400	881	285
541	3296 Poplar Chase Lane	Hollywood	14736	6/25/2015	7/12/2019	description	10820	5410	627	296
542	3573 Tavern Place	Portland	59230	6/26/2015	7/15/2019	description	10840	5420	410	495
543	701 Monroe Street	Maryland Heights	27444	6/27/2015	7/18/2019	description	10860	5430	906	247
544	414 Steele Street	Kansas City	95926	6/28/2015	7/21/2019	description	10880	5440	477	454
545	3897 McDonald Avenue	Pensacola	53151	6/29/2015	7/24/2019	description	10900	5450	61	393
546	1168 Rockford Mountain Lane	Damariscotta	63130	6/30/2015	7/27/2019	description	10920	5460	517	637
547	3429 Still Pastures Drive	Wilmington	37204	7/1/2015	7/30/2019	description	10940	5470	658	667
548	644 Bridge Street	Dallas	92805	7/2/2015	8/2/2019	description	10960	5480	834	525
549	1256 Hall Valley Drive	Boise	53403	7/3/2015	8/5/2019	description	10980	5490	66	66
550	2164 Upton Avenue	Wheeling	14482	7/4/2015	8/8/2019	description	11000	5500	304	384
551	4999 White Oak Drive	Houston	97223	7/5/2015	8/11/2019	description	11020	5510	424	451
552	2033 Corbin Branch Road	Wheaton	8102	7/6/2015	8/14/2019	description	11040	5520	475	273
553	2814 Tuna Street	Altamonte Springs	32801	7/7/2015	8/17/2019	description	11060	5530	182	561
554	2207 Liberty Street	Chapel Hill	98107	7/8/2015	8/20/2019	description	11080	5540	559	128
555	4387 Edington Drive	Augusta	29379	7/9/2015	8/23/2019	description	11100	5550	267	326
556	2481 Collins Avenue	Tulsa	19107	7/10/2015	8/26/2019	description	11120	5560	378	820
557	2827 Summit Street	Parkersburg	88339	7/11/2015	8/29/2019	description	11140	5570	17	704
558	107 Logan Lane	Belfast	15017	7/12/2015	9/1/2019	description	11160	5580	433	457
559	2753 Commerce Boulevard	Strasburg	1890	7/13/2015	9/4/2019	description	11180	5590	758	991
560	741 Cedarstone Drive	Johnson City	11357	7/14/2015	9/7/2019	description	11200	5600	542	441
561	347 Goldleaf Lane	Flint	64093	7/15/2015	9/10/2019	description	11220	5610	843	578
562	4041 Woodside Circle	Chicago	60628	7/16/2015	9/13/2019	description	11240	5620	320	998
563	1734 Grove Street	Shelton	98584	7/17/2015	9/16/2019	description	11260	5630	39	816
564	93 Stoneybrook Road	Peekskill	10566	7/18/2015	9/19/2019	description	11280	5640	734	163
565	694 Wood Duck Drive	Irvine	92614	7/19/2015	9/22/2019	description	11300	5650	4	543
566	4523 Farm Meadow Drive	Southfield	48075	7/20/2015	9/25/2019	description	11320	5660	762	496
567	3223 Crestview Manor	Norwalk	6851	7/21/2015	9/28/2019	description	11340	5670	753	763
568	592 Eagle Drive	Fort Lauderdale	33308	7/22/2015	10/1/2019	description	11360	5680	81	98
569	842 Mount Street	Mannford	74044	7/23/2015	10/4/2019	description	11380	5690	630	385
570	2066 Tuna Street	Indianapolis	46214	7/24/2015	10/7/2019	description	11400	5700	422	788
571	3819 Fleming Way	Richmond	23233	7/25/2015	10/10/2019	description	11420	5710	416	22
572	3236 Lucky Duck Drive	Atlanta	30303	7/26/2015	10/13/2019	description	11440	5720	690	319
573	790 Riverside Drive	Los Angeles	90017	7/27/2015	10/16/2019	description	11460	5730	584	277
574	3276 Philadelphia Avenue	Burgess	29576	7/28/2015	10/19/2019	description	11480	5740	519	402
575	2965 Oakway Lane	South Boston	2127	7/29/2015	10/22/2019	description	11500	5750	73	156
576	3304 Weekley Street	Houston	77032	7/30/2015	10/25/2019	description	11520	5760	156	594
577	3395 Ingram Street	Jermyn	18433	7/31/2015	10/28/2019	description	11540	5770	368	748
578	4490 Dawson Drive	New London	6320	8/1/2015	10/31/2019	description	11560	5780	990	539
579	96 Middleville Road	Cheyenne	82003	8/2/2015	11/3/2019	description	11580	5790	201	650
580	12 Perine Street	Suitland	20746	8/3/2015	11/6/2019	description	11600	5800	745	293
581	321 Viking Drive	Denver	80205	8/4/2015	11/9/2019	description	11620	5810	502	582
582	1221 Southside Lane	Albany	12207	8/5/2015	11/12/2019	description	11640	5820	651	603
583	4934 Del Dew Drive	Beaver Creek	97004	8/6/2015	11/15/2019	description	11660	5830	813	618
584	2814 Rosewood Court	Fullerton	93632	8/7/2015	11/18/2019	description	11680	5840	977	334
585	3842 Stuart Street	Agoura	91301	8/8/2015	11/21/2019	description	11700	5850	15	394
586	4510 Maple Avenue	Philadelphia	19107	8/9/2015	11/24/2019	description	11720	5860	923	644
